673.5,350.5000305175781,10.988822937011719,133.63101196289062,-2.5830202102661133
318.5,583.5,69.35356140136719,571.4473876953125,-6.030008316040039
386.5000305175781,496.4999694824219,41.19386291503906,445.6378173828125,-5.928203582763672
605.5,617.5,69.1806411743164,547.5181274414062,-3.98119854927063
680.5000610351562,553.5,27.073692321777344,259.74798583984375,-3.975553512573242
247.50003051757812,531.5,24.18674087524414,449.41851806640625,-7.030129909515381
47.499996185302734,531.5,38.203834533691406,495.5546875,-4.984785556793213
116.50001525878906,533.5000610351562,50.635929107666016,503.2911682128906,-9.031817436218262
188.49998474121094,550.5,44.28160858154297,354.3122253417969,-6.000532627105713
544.5000610351562,555.5,22.085298538208008,482.62017822265625,-3.9247453212738037
473.50006103515625,601.5,39.11451721191406,537.5797729492188,-4.055229187011719
